"target_construct","predictor","reference","term","beta","se","z","p","ci_lb","ci_ub","P_adj_fdr","P_adj_holm","code","Label"
"construct_a","group_balance_metric",NA,"group_balance_metric34.6",13.4612714556135,2.86654068853196,4.6959987379448,2.65307178144989e-06,7.84295494587221,19.0795879653548,0.000114082086602345,0.00022551110142324,"34.6","group_balance_metric: group_balance_metric34.6"
"construct_a","group_balance_metric",NA,"group_balance_metric34.7",5.74527192360259,2.33316716960207,2.46243475326393,0.0137997278627221,1.17234830127127,10.3181955459339,0.0847697568710073,1,"34.7","group_balance_metric: group_balance_metric34.7"
"construct_a","group_balance_metric",NA,"group_balance_metric35",2.81322612097301,2.85369817128963,0.985817683620575,0.324222586497422,-2.77991951750247,8.40637175944849,0.580898800807881,1,"35","group_balance_metric: group_balance_metric35"
"construct_a","group_balance_metric",NA,"group_balance_metric36.4",3.40321840986071,2.85294683798709,1.19287831253872,0.232917034013104,-2.18845464240142,8.99489146212284,0.50693155784266,1,"36.4","group_balance_metric: group_balance_metric36.4"
"construct_a","group_balance_metric",NA,"group_balance_metric36.6",7.53330339149172,2.85399317097272,2.63956601862652,0.00830122531499805,1.93957956426193,13.1270272187215,0.0646042792824591,0.630893123939852,"36.6","group_balance_metric: group_balance_metric36.6"
"construct_a","group_balance_metric",NA,"group_balance_metric38",8.52665665463747,2.85754680613044,2.9839079578136,0.00284592367473546,2.92596783048434,14.1273454787906,0.0349642051467499,0.227673893978837,"38","group_balance_metric: group_balance_metric38"
"construct_a","group_balance_metric",NA,"group_balance_metric39",5.87198573463313,2.85246515544623,2.05856528112945,0.0395359015621234,0.281256762803068,11.4627147064632,0.150904215799397,1,"39","group_balance_metric: group_balance_metric39"
"construct_a","group_balance_metric",NA,"group_balance_metric40",-0.984231587959902,2.8589745793249,-0.344260349524448,0.730650500349541,-6.58771879615226,4.61925562023245,0.869184396081104,1,"40","group_balance_metric: group_balance_metric40"
"construct_a","group_balance_metric",NA,"group_balance_metric40.8",6.73262197778908,2.85271792731148,2.36007279700948,0.018271349203694,1.14139758220683,12.3238463733713,0.100289445939517,1,"40.8","group_balance_metric: group_balance_metric40.8"
"construct_a","group_balance_metric",NA,"group_balance_metric40.9",5.84870250569365,2.85293538115965,2.05006483649002,0.0403581042254201,0.257051908400674,11.4403531029866,0.150904215799397,1,"40.9","group_balance_metric: group_balance_metric40.9"
"construct_a","group_balance_metric",NA,"group_balance_metric41.5",11.0911382851552,2.47681306930386,4.47798762959228,7.53499666664773e-06,6.23667387288152,15.9456026974289,0.000216003237777235,0.000632939719998409,"41.5","group_balance_metric: group_balance_metric41.5"
"construct_a","group_balance_metric",NA,"group_balance_metric41.7",4.96582613523876,2.47397159932552,2.00722843244951,0.0447253455021123,0.116930901785788,9.81472136869173,0.160265821382569,1,"41.7","group_balance_metric: group_balance_metric41.7"
"construct_a","group_balance_metric",NA,"group_balance_metric42.5",6.03468006809194,2.85505640428589,2.1136815577559,0.0345424747021876,0.438872341861176,11.6304877943227,0.148532641219407,1,"42.5","group_balance_metric: group_balance_metric42.5"
"construct_a","group_balance_metric",NA,"group_balance_metric43.7",3.19224279048707,2.85611212733456,1.11768818875686,0.263700188996828,-2.40563411489674,8.79011969587087,0.547982031509375,1,"43.7","group_balance_metric: group_balance_metric43.7"
"construct_a","group_balance_metric",NA,"group_balance_metric44.8",1.82576028494134,2.85698826636186,0.639050676699593,0.522789965182288,-3.77383382138142,7.42535439126411,0.679383952185414,1,"44.8","group_balance_metric: group_balance_metric44.8"
"construct_a","group_balance_metric",NA,"group_balance_metric44.9",4.42684474022613,2.85635424603421,1.54982343187033,0.121183901333248,-1.17150670908899,10.0251961895412,0.297766157561696,1,"44.9","group_balance_metric: group_balance_metric44.9"
"construct_a","group_balance_metric",NA,"group_balance_metric45",2.3472721809417,2.85340703587093,0.822620870921506,0.410723626204535,-3.24530284259852,7.93984720448191,0.599900984437618,1,"45","group_balance_metric: group_balance_metric45"
"construct_a","group_balance_metric",NA,"group_balance_metric46.3",13.9837667917891,2.87239587865327,4.86832852522592,1.12546119305081e-06,8.35397432028741,19.6135592632908,9.67896626023696e-05,9.67896626023696e-05,"46.3","group_balance_metric: group_balance_metric46.3"
"construct_a","group_balance_metric",NA,"group_balance_metric46.8",-2.23232718282072,2.86424952212396,-0.779375946675679,0.435758288626154,-7.84615308891975,3.3814987232783,0.604438916481439,1,"46.8","group_balance_metric: group_balance_metric46.8"
"construct_a","group_balance_metric",NA,"group_balance_metric46.9",2.53233819361326,2.8526761519025,0.887706160380102,0.374698831307511,-3.05880432367196,8.12348071089848,0.599900984437618,1,"46.9","group_balance_metric: group_balance_metric46.9"
"construct_a","group_balance_metric",NA,"group_balance_metric47.8",1.09513780247281,2.86578671399829,0.382142117249506,0.702355953115547,-4.52170094433722,6.71197654928284,0.862894456684815,1,"47.8","group_balance_metric: group_balance_metric47.8"
"construct_a","group_balance_metric",NA,"group_balance_metric49.7",6.53497668623858,2.85465131620954,2.2892381458748,0.022065519358892,0.939962918048026,12.1299904544291,0.111625568521454,1,"49.7","group_balance_metric: group_balance_metric49.7"
"construct_a","group_balance_metric",NA,"group_balance_metric49.8",2.73545906892168,2.86064328337076,0.956239138526363,0.338951430496818,-2.87129873910141,8.34221687694477,0.594894347402579,1,"49.8","group_balance_metric: group_balance_metric49.8"
"construct_a","group_balance_metric",NA,"group_balance_metric50.3",6.71653006558744,2.85532225239398,2.35228442602446,0.0186585015701428,1.12020128663946,12.3128588445354,0.100289445939517,1,"50.3","group_balance_metric: group_balance_metric50.3"
"construct_a","group_balance_metric",NA,"group_balance_metric50.7",8.12161615243095,2.85701061551374,2.84269722637014,0.00447335441231732,2.5219782425754,13.7212540622865,0.0427453866065878,0.348921644160751,"50.7","group_balance_metric: group_balance_metric50.7"
"construct_a","group_balance_metric",NA,"group_balance_metric50.8",7.45754936689488,2.8556554267522,2.61150182792765,0.00901455059755243,1.8605675782042,13.0545311555856,0.0646042792824591,0.676091294816432,"50.8","group_balance_metric: group_balance_metric50.8"
"construct_a","group_balance_metric",NA,"group_balance_metric52",-4.70707131107367,2.86440512338147,-1.6432980351316,0.100321284651094,-10.3212021900334,0.907059567886028,0.269613452499814,1,"52","group_balance_metric: group_balance_metric52"
"construct_a","group_balance_metric",NA,"group_balance_metric53.8",2.32480204105551,2.85392168633798,0.814599101364476,0.415301825018621,-3.26878167886474,7.91838576097576,0.599900984437618,1,"53.8","group_balance_metric: group_balance_metric53.8"
"construct_a","group_balance_metric",NA,"group_balance_metric53.9",2.62649155547356,2.8530450804298,0.920592378118992,0.357263283009593,-2.96537404843803,8.21835715938516,0.599900984437618,1,"53.9","group_balance_metric: group_balance_metric53.9"
"construct_a","group_balance_metric",NA,"group_balance_metric54.2",8.12936403144947,2.85502782665705,2.84738521829685,0.00440799869169585,2.53361231634198,13.725115746557,0.0427453866065878,0.348231896643972,"54.2","group_balance_metric: group_balance_metric54.2"
"construct_a","group_balance_metric",NA,"group_balance_metric54.3",0.957600000083634,2.86044265241425,0.334773360785754,0.737796057138611,-4.64876457849052,6.56396457865779,0.869184396081104,1,"54.3","group_balance_metric: group_balance_metric54.3"
"construct_a","group_balance_metric",NA,"group_balance_metric54.7",3.39131893571763,2.86043530291166,1.18559539950636,0.235782119926819,-2.21503123809614,8.9976691095314,0.50693155784266,1,"54.7","group_balance_metric: group_balance_metric54.7"
"construct_a","group_balance_metric",NA,"group_balance_metric55.5",4.78135249843781,2.85230737399387,1.67631039418548,0.0936774100095169,-0.809067227428195,10.3717722243038,0.259879266478015,1,"55.5","group_balance_metric: group_balance_metric55.5"
"construct_a","group_balance_metric",NA,"group_balance_metric55.9",12.5961264104348,2.87737642250561,4.37764288047725,1.19969712407444e-05,6.95657225235909,18.2356805685105,0.000257934881676004,0.000995748612981782,"55.9","group_balance_metric: group_balance_metric55.9"
"construct_a","group_balance_metric",NA,"group_balance_metric56",5.63931905132628,2.853026720983,1.97660926546923,0.0480858140202345,0.0474894312692014,11.2311486713834,0.165415200229607,1,"56","group_balance_metric: group_balance_metric56"
"construct_a","group_balance_metric",NA,"group_balance_metric56.2",5.56006193032176,2.85226541275647,1.94934942079897,0.0512537103972566,-0.0302755530301857,11.1503994136737,0.166470205928295,1,"56.2","group_balance_metric: group_balance_metric56.2"
"construct_a","group_balance_metric",NA,"group_balance_metric57.4",4.45242086549998,2.85820273028409,1.55776943962874,0.119287912868285,-1.14955354637088,10.0543952773708,0.297766157561696,1,"57.4","group_balance_metric: group_balance_metric57.4"
"construct_a","group_balance_metric",NA,"group_balance_metric57.6",3.16245115363999,2.85275053847737,1.10856210908926,0.267619131667369,-2.42883715865289,8.75373946593288,0.547982031509375,1,"57.6","group_balance_metric: group_balance_metric57.6"
"construct_a","group_balance_metric",NA,"group_balance_metric57.7",2.29664703149018,2.85475327813093,0.804499306151544,0.421108669899703,-3.2985665783941,7.89186064137446,0.599900984437618,1,"57.7","group_balance_metric: group_balance_metric57.7"
"construct_a","group_balance_metric",NA,"group_balance_metric58.2",5.54288930903187,2.85575565466553,1.94095363165133,0.0522639018612088,-0.0542889227591665,11.1400675408229,0.166470205928295,1,"58.2","group_balance_metric: group_balance_metric58.2"
"construct_a","group_balance_metric",NA,"group_balance_metric59.5",6.45877784722131,2.85471872613825,2.2624918483505,0.0236670319141858,0.86363195799828,12.0539237364443,0.113075819145554,1,"59.5","group_balance_metric: group_balance_metric59.5"
"construct_a","group_balance_metric",NA,"group_balance_metric59.7",6.34535915233226,2.47585934854634,2.56289161016269,0.0103804449288496,1.49276399839464,11.1979543062699,0.0686706356831589,0.768152924734871,"59.7","group_balance_metric: group_balance_metric59.7"
"construct_a","group_balance_metric",NA,"group_balance_metric60.6",-0.0937985768450044,2.86135110006292,-0.0327812189293869,0.973849055286242,-5.70194368009239,5.51434652640238,0.985306102995492,1,"60.6","group_balance_metric: group_balance_metric60.6"
"construct_a","group_balance_metric",NA,"group_balance_metric61.9",5.15041562281626,2.85996188326736,1.80086862449096,0.071723589328507,-0.455006665545107,10.7558379111776,0.212697540767297,1,"61.9","group_balance_metric: group_balance_metric61.9"
"construct_a","group_balance_metric",NA,"group_balance_metric62.5",3.88788459333746,2.85323581251959,1.36262294769958,0.17300137283119,-1.70435483860082,9.48012402527574,0.402111299013036,1,"62.5","group_balance_metric: group_balance_metric62.5"
"construct_a","group_balance_metric",NA,"group_balance_metric63.4",11.3824422986088,2.86599554829553,3.97154919008096,7.14067520780472e-05,5.7651942440974,16.9996903531201,0.00122819613574241,0.00585535367039987,"63.4","group_balance_metric: group_balance_metric63.4"
"construct_a","group_balance_metric",NA,"group_balance_metric63.9",1.43496277557823,2.85446111963963,0.502708818034066,0.615169009060657,-4.15967821418531,7.02960376534178,0.766732388104587,1,"63.9","group_balance_metric: group_balance_metric63.9"
"construct_a","group_balance_metric",NA,"group_balance_metric64.6",3.11924285355291,2.85286570414267,1.09337178017999,0.274230598560684,-2.47227117929623,8.71075688640205,0.548461197121367,1,"64.6","group_balance_metric: group_balance_metric64.6"
"construct_a","group_balance_metric",NA,"group_balance_metric65.1",4.54323295146647,2.85605863263381,1.59073518293873,0.111669185452879,-1.0545391062305,10.1410050091634,0.291016665119623,1,"65.1","group_balance_metric: group_balance_metric65.1"
"construct_a","group_balance_metric",NA,"group_balance_metric65.7",10.0524112789782,2.86476781921061,3.50897940544032,0.000449829735045735,4.43756952925607,15.6672530287004,0.00644755953565554,0.0364362085387045,"65.7","group_balance_metric: group_balance_metric65.7"
"construct_a","group_balance_metric",NA,"group_balance_metric68.5",5.8827158330644,2.85295650340835,2.06197179173131,0.0392104216461838,0.291023836924715,11.4744078292041,0.150904215799397,1,"68.5","group_balance_metric: group_balance_metric68.5"
"construct_a","group_balance_metric",NA,"group_balance_metric68.6",0.776200848612924,2.85851598777214,0.271539796150616,0.785975896114063,-4.8263875366524,6.37878923387825,0.877843208646876,1,"68.6","group_balance_metric: group_balance_metric68.6"
"construct_a","group_balance_metric",NA,"group_balance_metric69.1",2.53581243487393,2.85271365862951,0.888912361464337,0.374050181448311,-3.05540359424541,8.12702846399326,0.599900984437618,1,"69.1","group_balance_metric: group_balance_metric69.1"
"construct_a","group_balance_metric",NA,"group_balance_metric69.2",5.17538152542483,2.85309445161975,1.81395380110416,0.0696848386540493,-0.416580844240936,10.7673438950906,0.212697540767297,1,"69.2","group_balance_metric: group_balance_metric69.2"
"construct_a","group_balance_metric",NA,"group_balance_metric69.5",6.81234969121746,2.47469259389786,2.75280643261125,0.00590868204936599,1.96204133436965,11.6626580480653,0.0508146656245475,0.454968517801181,"69.5","group_balance_metric: group_balance_metric69.5"
"construct_a","implementation_agent",NA,"intrcpt",-0.204091859727884,0.823394568674795,-0.247866414829961,0.804237766225808,-1.81791555939637,1.40973183994061,0.886723690966917,1,"intrcpt","implementation_agent: intrcpt"
"construct_a","implementation_agent",NA,"implementation_agentagent_2",0.897306800884454,1.12600173158962,0.796896466240505,0.425511163380171,-1.30961603956093,3.10422964132984,0.599900984437618,1,"agent_2","implementation_agent: implementation_agentagent_2"
"construct_a","implementation_agent",NA,"implementation_agentagent_3",1.23054362399675,1.16444241419414,1.05676640510245,0.290618210086895,-1.05172156989463,3.51280881788814,0.555403690388288,1,"agent_3","implementation_agent: implementation_agentagent_3"
"construct_a","implementation_context",NA,"intrcpt",0.104509748474786,0.956723077831397,0.109237198199168,0.913014356935807,-1.77063302725306,1.97965252420264,0.934752794005707,1,"intrcpt","implementation_context: intrcpt"
"construct_a","implementation_context",NA,"implementation_contextcontext_2",0.226665828735509,1.27983012472306,0.177106183357386,0.85942498508904,-2.2817551220511,2.73508677952212,0.912475910094537,1,"context_2","implementation_context: implementation_contextcontext_2"
"construct_a","implementation_context",NA,"implementation_contextcontext_3",0.741352618492317,1.17844484493206,0.629094031579439,0.529287497632822,-1.56835683534141,3.05106207232605,0.679383952185414,1,"context_3","implementation_context: implementation_contextcontext_3"
"construct_a","intensity_band",NA,"intrcpt",0.115489287126704,0.956681286167605,0.120718664404261,0.903913875056263,-1.75957157844526,1.99055015269867,0.934752794005707,1,"intrcpt","intensity_band: intrcpt"
"construct_a","intensity_band",NA,"intensity_bandtier_2",0.780242823827834,1.21961190779552,0.639746807029903,0.522337219681649,-1.61015259056758,3.17063823822324,0.679383952185414,1,"tier_2","intensity_band: intensity_bandtier_2"
"construct_a","intensity_band",NA,"intensity_bandtier_3",0.266326685657779,1.21955116403182,0.218380903985452,0.827132342905539,-2.12394967314849,2.65660304446404,0.889167268623455,1,"tier_3","intensity_band: intensity_bandtier_3"
"construct_a","measurement_stage",NA,"intrcpt",-0.961127320470113,0.959335666383405,-1.00186759874514,0.316407543395234,-2.84139067566632,0.919136034726093,0.578958483659365,1,"intrcpt","measurement_stage: intrcpt"
"construct_a","measurement_stage",NA,"measurement_stage",0.567403458598499,0.325151133396777,1.74504530453568,0.0809769831627458,-0.0698810523915625,1.20468796958856,0.232134018399871,1,"","measurement_stage: measurement_stage"
"construct_a","onset_band",NA,"intrcpt",0.738749857417574,0.73598485202623,1.00375687812559,0.315495814017976,-0.703753945720878,2.18125366055603,0.578958483659365,1,"intrcpt","onset_band: intrcpt"
"construct_a","onset_band",NA,"onset_bandlate",0.33491761688671,1.15711619388066,0.289441646965016,0.77224342850791,-1.93298844904746,2.60282368282088,0.873854405943162,1,"late","onset_band: onset_bandlate"
"construct_a","onset_band",NA,"onset_bandmid",-0.944510970757815,1.08921368128654,-0.867149382150791,0.385860166334793,-3.07933055754773,1.1903086160321,0.599900984437618,1,"mid","onset_band: onset_bandmid"
"construct_a","pub_year",NA,"intrcpt",192.889430893604,224.093454223285,0.860754418562403,0.389373314376259,-246.325668555209,632.104530342417,0.599900984437618,1,"intrcpt","pub_year: intrcpt"
"construct_a","pub_year",NA,"pub_year",-0.0953560615248729,0.111077772845799,-0.858462130468251,0.39063733281581,-0.31306449578556,0.122352372735814,0.599900984437618,1,"","pub_year: pub_year"
"construct_a","reporting_flag",NA,"intrcpt",0.397887373937493,0.590216264873325,0.674138273744268,0.500223408440241,-0.758915248303977,1.55468999617896,0.679383952185414,1,"intrcpt","reporting_flag: intrcpt"
"construct_a","reporting_flag",NA,"reporting_flagyes",0.305023118363786,0.956137214253786,0.319016051061081,0.74971434124071,-1.56897138585209,2.17901762257966,0.871289639820285,1,"yes","reporting_flag: reporting_flagyes"
"construct_b","cohort_type",NA,"intrcpt",0.230133123306827,0.574532523697201,0.40055717268343,0.688746182403103,-0.895929931086592,1.35619617770024,0.999055806715126,1,"intrcpt","cohort_type: intrcpt"
"construct_b","cohort_type",NA,"cohort_typecohort_b",-0.512790669154725,0.768331644025898,-0.667407978236857,0.504511571146373,-2.01869301962793,0.993111681318484,0.999055806715126,1,"cohort_b","cohort_type: cohort_typecohort_b"
"construct_b","cohort_type",NA,"cohort_typecohort_c",-1.08728799502684,1.05400323411444,-1.03157937265758,0.302269207594021,-3.15309637347989,0.978520383426205,0.926958903288332,1,"cohort_c","cohort_type: cohort_typecohort_c"
"construct_b","contact_count",NA,"intrcpt",-0.384492918684306,0.724038249201028,-0.531039512219958,0.595391398758066,-1.80358181054776,1.03459597317914,0.999055806715126,1,"intrcpt","contact_count: intrcpt"
"construct_b","contact_count",NA,"contact_count",0.0328300671741556,0.102909686420921,0.319018241294354,0.749712680388694,-0.16886921187116,0.234529346219471,0.999055806715126,1,"","contact_count: contact_count"
"construct_b","contact_duration_band",NA,"intrcpt",0.525846238849216,0.591090395841584,0.889620678239114,0.373669599095529,-0.632669648607813,1.68436212630625,0.968692498648285,1,"intrcpt","contact_duration_band: intrcpt"
"construct_b","contact_duration_band",NA,"contact_duration_bandextended",-0.0010732853268057,0.906972762297879,-0.00118337106848331,0.999055806715126,-1.77870723438946,1.77656066373584,0.999055806715126,1,"extended","contact_duration_band: contact_duration_bandextended"
"construct_b","contact_duration_band",NA,"contact_duration_bandmoderate",-1.65174364124447,0.785715418762366,-2.10221614824136,0.0355343458801185,-3.19171756411651,-0.111769718372422,0.467022831567272,1,"moderate","contact_duration_band: contact_duration_bandmoderate"
"construct_b","exposure_window",NA,"intrcpt",-0.576101413381181,0.536625969520402,-1.07356230615536,0.283018899366273,-1.62786898681006,0.475666160047695,0.917668744863586,1,"intrcpt","exposure_window: intrcpt"
"construct_b","exposure_window",NA,"exposure_windowwindow_b",1.31928293578169,0.82800006742268,1.5933367492206,0.111084666748993,-0.3035673755635,2.94213324712688,0.768888098004439,1,"window_b","exposure_window: exposure_windowwindow_b"
"construct_b","exposure_window",NA,"exposure_windowwindow_c",-0.00709381311754361,0.839860030905357,-0.00844642304253553,0.993260809591737,-1.65318922574674,1.63900159951165,0.999055806715126,1,"window_c","exposure_window: exposure_windowwindow_c"
"construct_b","group_balance_metric",NA,"intrcpt",-0.666432116982935,1.8595341658942,-0.358386594452522,0.720054022392703,-4.31105211015731,2.97818787619143,0.999055806715126,1,"intrcpt","group_balance_metric: intrcpt"
"construct_b","group_balance_metric",NA,"group_balance_metric31.1",3.28270142962763,2.63996599809691,1.24346352642195,0.213697073403123,-1.89153684705265,8.45693970630792,0.917668744863586,1,"31.1","group_balance_metric: group_balance_metric31.1"
"construct_b","group_balance_metric",NA,"group_balance_metric31.3",3.41668961043573,2.278410152224,1.49959374395371,0.133719669218163,-1.04891222993373,7.88229145080519,0.768888098004439,1,"31.3","group_balance_metric: group_balance_metric31.3"
"construct_b","group_balance_metric",NA,"group_balance_metric31.5",6.23117261334422,2.63379937239906,2.36584938042126,0.0179887611635686,1.06902070093785,11.3933245257506,0.467022831567272,1,"31.5","group_balance_metric: group_balance_metric31.5"
"construct_b","group_balance_metric",NA,"group_balance_metric32.2",3.02161931747646,2.63089202611472,1.14851513763519,0.250755967535936,-2.134834300922,8.17807293587491,0.917668744863586,1,"32.2","group_balance_metric: group_balance_metric32.2"
"construct_b","group_balance_metric",NA,"group_balance_metric32.5",-2.09081398429184,2.63288824674908,-0.79411421539575,0.427128942688942,-7.25118012323884,3.06955215465517,0.982396568184568,1,"32.5","group_balance_metric: group_balance_metric32.5"
"construct_b","group_balance_metric",NA,"group_balance_metric33.1",-0.190043279385387,2.63007159226091,-0.072257835088823,0.942396719665581,-5.34488887697869,4.96480231820791,0.999055806715126,1,"33.1","group_balance_metric: group_balance_metric33.1"
"construct_b","group_balance_metric",NA,"group_balance_metric36.4",0.525891276275479,2.6306458642473,0.199909567236999,0.841551307903833,-4.63007987372847,5.68186242627943,0.999055806715126,1,"36.4","group_balance_metric: group_balance_metric36.4"
"construct_b","group_balance_metric",NA,"group_balance_metric37.2",-2.80289051024974,2.63917429164607,-1.06203312116289,0.288220649281245,-7.97557707080005,2.36979605030056,0.917668744863586,1,"37.2","group_balance_metric: group_balance_metric37.2"
"construct_b","group_balance_metric",NA,"group_balance_metric37.3",-9.75753340649353,2.65076747225004,-3.68102200915084,0.00023230094955474,-14.9529421834939,-4.56212462949318,0.0213716873590361,0.0213716873590361,"37.3","group_balance_metric: group_balance_metric37.3"
"construct_b","group_balance_metric",NA,"group_balance_metric37.4",-0.128022414445121,2.28041571534213,-0.0561399457054321,0.955230322028801,-4.59755508629485,4.3415102574046,0.999055806715126,1,"37.4","group_balance_metric: group_balance_metric37.4"
"construct_b","group_balance_metric",NA,"group_balance_metric39",-0.520976211536019,2.62971216751084,-0.198111495992792,0.842957830594505,-5.67511734956402,4.63316492649199,0.999055806715126,1,"39","group_balance_metric: group_balance_metric39"
"construct_b","group_balance_metric",NA,"group_balance_metric40.4",-1.61480614471675,2.63036398419755,-0.613909768540793,0.539274954681748,-6.77022481997523,3.54061253054172,0.999055806715126,1,"40.4","group_balance_metric: group_balance_metric40.4"
"construct_b","group_balance_metric",NA,"group_balance_metric40.7",1.29036013644379,2.62923098845425,0.490774733034164,0.623585782671265,-3.8628379079632,6.44355818085077,0.999055806715126,1,"40.7","group_balance_metric: group_balance_metric40.7"
"construct_b","group_balance_metric",NA,"group_balance_metric40.9",-3.28027492124812,2.63300149615417,-1.24583101302425,0.21282644127782,-8.44086302495038,1.88031318245414,0.917668744863586,1,"40.9","group_balance_metric: group_balance_metric40.9"
"construct_b","group_balance_metric",NA,"group_balance_metric41.6",1.19978079425967,2.63025936315938,0.456145432296278,0.648285401790211,-3.95543282753197,6.35499441605131,0.999055806715126,1,"41.6","group_balance_metric: group_balance_metric41.6"
"construct_b","group_balance_metric",NA,"group_balance_metric42.9",0.677154295598831,2.63319348985869,0.257160857417724,0.797054599316416,-4.48381010884954,5.8381187000472,0.999055806715126,1,"42.9","group_balance_metric: group_balance_metric42.9"
"construct_b","group_balance_metric",NA,"group_balance_metric43",-2.8902458458606,2.27923418505023,-1.26807761344493,0.204770235166986,-7.35746276089156,1.57697106917035,0.917668744863586,1,"43","group_balance_metric: group_balance_metric43"
"construct_b","group_balance_metric",NA,"group_balance_metric43.1",1.10620742576182,2.63975124557596,0.41905745005926,0.675174146523162,-4.06760994371182,6.28002479523546,0.999055806715126,1,"43.1","group_balance_metric: group_balance_metric43.1"
"construct_b","group_balance_metric",NA,"group_balance_metric43.6",2.50203549303584,2.63123362403265,0.950898266950998,0.341656021661126,-2.65508764497896,7.65915863105064,0.968692498648285,1,"43.6","group_balance_metric: group_balance_metric43.6"
"construct_b","group_balance_metric",NA,"group_balance_metric43.7",-0.24701992155223,2.62943684926334,-0.093944040383185,0.925153609343006,-5.40062144573085,4.90658160262639,0.999055806715126,1,"43.7","group_balance_metric: group_balance_metric43.7"
"construct_b","group_balance_metric",NA,"group_balance_metric44.4",1.90426652179348,2.6346361079858,0.72278160768445,0.469814068760013,-3.25952536222747,7.06805840581442,0.999055806715126,1,"44.4","group_balance_metric: group_balance_metric44.4"
"construct_b","group_balance_metric",NA,"group_balance_metric45.3",1.18100212360408,2.27931854249141,0.518138251230644,0.604361813674724,-3.28638012897342,5.64838437618158,0.999055806715126,1,"45.3","group_balance_metric: group_balance_metric45.3"
"construct_b","group_balance_metric",NA,"group_balance_metric45.5",-0.423784528585871,2.63189010250542,-0.161019082135098,0.872078371377757,-5.58219434076393,4.73462528359219,0.999055806715126,1,"45.5","group_balance_metric: group_balance_metric45.5"
"construct_b","group_balance_metric",NA,"group_balance_metric45.6",3.43362954194892,2.6312036069063,1.30496535233398,0.191904646013248,-1.72343476357932,8.59069384747716,0.917668744863586,1,"45.6","group_balance_metric: group_balance_metric45.6"
"construct_b","group_balance_metric",NA,"group_balance_metric45.7",4.49852549793397,2.63504833239973,1.70718898876408,0.0877869310033782,-0.666074331091834,9.66312532695977,0.73421796839189,1,"45.7","group_balance_metric: group_balance_metric45.7"
"construct_b","group_balance_metric",NA,"group_balance_metric46",2.41403003763417,2.27795618794838,1.05973506005326,0.289265147837435,-2.05068204910481,6.87874212437316,0.917668744863586,1,"46","group_balance_metric: group_balance_metric46"
